movieId,title,genres
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2096,Sleeping Beauty (1959),Animation|Children|Musical
2100,Splash (1984),Comedy|Fantasy|Romance
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical
2108,L.A. Story (1991),Comedy|Romance
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2120,Needful Things (1993),Drama|Horror
2121,Cujo (1983),Horror|Thriller
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
2144,Sixteen Candles (1984),Comedy|Romance
2152,Air Bud: Golden Receiver (1998),Children|Comedy
2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
2167,Blade (1998),Action|Horror|Thriller
2174,Beetlejuice (1988),Comedy|Fantasy
2196,Knock Off (1998),Action
2206,Suspicion (1941),Film-Noir|Mystery|Thriller
2248,Say Anything... (1989),Comedy|Drama|Romance
2261,One Crazy Summer (1986),Comedy
2302,My Cousin Vinny (1992),Comedy
2307,One Tough Cop (1998),Action|Crime
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2329,American History X (1998),Crime|Drama
2334,"Siege, The (1998)",Action|Thriller
2335,"Waterboy, The (1998)",Comedy
2336,Elizabeth (1998),Drama
2340,Meet Joe Black (1998),Romance
2353,Enemy of the State (1998),Action|Thriller
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2375,"Money Pit, The (1986)",Comedy
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
2380,Police Academy 3: Back in Training (1986),Comedy|Crime
2385,Home Fries (1998),Comedy|Romance
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
2431,Patch Adams (1998),Comedy|Drama
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2456,"Fly II, The (1989)",Horror|Sci-Fi
2474,"Color of Money, The (1986)",Drama
2477,Firewalker (1986),Adventure
2490,Payback (1999),Action|Thriller
2513,Pet Sematary (1989),Horror
2518,Night Shift (1982),Comedy
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2539,Analyze This (1999),Comedy
2548,"Rage: Carrie 2, The (1999)",Horror
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2565,"King and I, The (1956)",Drama|Musical|Romance
2568,"Mod Squad, The (1999)",Action|Crime
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2580,Go (1999),Comedy|Crime
2605,Entrapment (1999),Crime|Thriller
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2642,Superman III (1983),Action|Adventure|Sci-Fi
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2670,Run Silent Run Deep (1958),War
2671,Notting Hill (1999),Comedy|Romance
2677,Buena Vista Social Club (1999),Documentary|Musical
2682,Limbo (1999),Drama
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2723,Mystery Men (1999),Action|Comedy|Fantasy
2724,Runaway Bride (1999),Comedy|Romance
2733,Vibes (1988),Adventure|Comedy|Romance
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
2738,Crimes of the Heart (1986),Comedy|Drama
2752,Outrageous Fortune (1987),Comedy|Mystery
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2772,Detroit Rock City (1999),Comedy
2797,Big (1988),Comedy|Drama|Fantasy|Romance
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2804,"Christmas Story, A (1983)",Children|Comedy
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2840,Stigmata (1999),Drama|Thriller
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2858,American Beauty (1999),Drama|Romance
2947,Goldfinger (1964),Action|Adventure|Thriller
2959,Fight Club (1999),Action|Crime|Drama|Thriller
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2983,"Ipcress File, The (1965)",Thriller
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2990,Licence to Kill (1989),Action|Adventure|Thriller
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
3007,American Movie (1999),Documentary
3029,Nighthawks (1981),Action|Drama
3033,Spaceballs (1987),Comedy|Sci-Fi
3052,Dogma (1999),Adventure|Comedy|Fantasy
3063,Poison Ivy (1992),Drama|Thriller
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
3088,Harvey (1950),Comedy|Fantasy
3093,McCabe & Mrs. Miller (1971),Drama|Western
3095,"Grapes of Wrath, The (1940)",Drama
3101,Fatal Attraction (1987),Drama|Thriller
3105,Awakenings (1990),Drama|Mystery
3107,Backdraft (1991),Action|Drama
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3127,Holy Smoke (1999),Comedy|Drama
3129,Sweet and Lowdown (1999),Comedy|Drama
3147,"Green Mile, The (1999)",Crime|Drama
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
3160,Magnolia (1999),Drama
3167,Carnal Knowledge (1971),Comedy|Drama
3168,Easy Rider (1969),Adventure|Drama
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3178,"Hurricane, The (1999)",Drama
3253,Wayne's World (1992),Comedy
3258,Death Becomes Her (1992),Comedy|Fantasy
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
3272,Bad Lieutenant (1992),Crime|Drama
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3285,"Beach, The (2000)",Adventure|Drama
3298,Boiler Room (2000),Crime|Drama|Thriller
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3354,Mission to Mars (2000),Sci-Fi
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
3361,Bull Durham (1988),Comedy|Drama|Romance
3363,American Graffiti (1973),Comedy|Drama
3385,Volunteers (1985),Comedy
3421,Animal House (1978),Comedy
3426,Jungle Fever (1991),Drama|Romance
3430,Death Wish (1974),Action|Crime|Drama
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3477,Empire Records (1995),Comedy|Drama
3483,"Road to El Dorado, The (2000)",Animation|Children
3489,Hook (1991),Adventure|Comedy|Fantasy
3552,Caddyshack (1980),Comedy
3556,"Virgin Suicides, The (1999)",Drama|Romance
3591,Mr. Mom (1983),Comedy|Drama
3622,"Twelve Chairs, The (1970)",Comedy
3623,Mission: Impossible II (2000),Action|Adventure|Thriller
3671,Blazing Saddles (1974),Comedy|Western
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
3682,Magnum Force (1973),Action|Crime|Drama|Thriller
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3705,Bird on a Wire (1990),Action|Comedy|Romance
3712,Soapdish (1991),Comedy
3725,American Pop (1981),Animation|Musical
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3751,Chicken Run (2000),Animation|Children|Comedy
3752,"Me, Myself & Irene (2000)",Adventure|Comedy
3755,"Perfect Storm, The (2000)",Drama|Thriller
3768,Braddock: Missing in Action III (1988),Action|War
3785,Scary Movie (2000),Comedy|Horror
3810,White Sands (1992),Drama|Thriller
3823,Wonderland (1999),Drama
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
3847,"Ilsa, She Wolf of the SS (1974)",Horror
3863,"Cell, The (2000)",Drama|Horror|Thriller
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3877,Supergirl (1984),Action|Adventure|Fantasy
3910,Dancer in the Dark (2000),Drama|Musical
3911,Best in Show (2000),Comedy
3916,Remember the Titans (2000),Drama
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
4002,"Planes, Trains & Automobiles (1987)",Comedy
4011,Snatch (2000),Comedy|Crime|Thriller
4014,Chocolat (2000),Drama|Romance
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
4018,What Women Want (2000),Comedy|Romance
4019,Finding Forrester (2000),Drama
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4033,Thirteen Days (2000),Drama|Thriller|War
4034,Traffic (2000),Crime|Drama|Thriller
4047,Gettysburg (1993),Drama|War
4056,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
4067,Untamed Heart (1993),Drama|Romance
4068,Sugar & Spice (2001),Comedy
4103,Empire of the Sun (1987),Action|Adventure|Drama|War
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror
4158,Monkeybone (2001),Animation|Comedy|Fantasy
4200,Double Impact (1991),Action
4226,Memento (2000),Mystery|Thriller
4228,Heartbreakers (2001),Comedy|Crime|Romance
4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4234,"Tailor of Panama, The (2001)",Drama|Thriller
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4334,Yi Yi (2000),Drama
4344,Swordfish (2001),Action|Crime|Drama
4351,Point Break (1991),Action|Crime|Thriller
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller
4388,Scary Movie 2 (2001),Comedy
4389,Lost and Delirious (2001),Drama
4392,Alice (1990),Comedy|Drama|Fantasy|Romance
4443,Outland (1981),Action|Sci-Fi|Thriller
4447,Legally Blonde (2001),Comedy|Romance
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4718,American Pie 2 (2001),Comedy
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4738,Happy Accidents (2000),Romance|Sci-Fi
4816,Zoolander (2001),Comedy
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4963,Ocean's Eleven (2001),Crime|Thriller
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
5009,Ali (2001),Drama
5040,Conan the Destroyer (1984),Action|Adventure|Fantasy
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
5072,Metropolis (2001),Animation|Sci-Fi
5093,Collateral Damage (2002),Action|Thriller
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
5266,Panic Room (2002),Thriller
5296,"Sweetest Thing, The (2002)",Comedy|Romance
5346,Wild Orchid (1990),Drama|Romance
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery
5420,Windtalkers (2002),Action|Drama|War
5446,Rabbit-Proof Fence (2002),Adventure|Drama
5452,Look Who's Talking Now (1993),Children|Comedy|Romance
5502,Signs (2002),Horror|Sci-Fi|Thriller
5568,Johnny Dangerously (1984),Comedy
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
5628,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller
5643,Powaqqatsi (1988),Documentary
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
5955,Antwone Fisher (2002),Drama
5989,Catch Me If You Can (2002),Crime|Drama
5992,"Hours, The (2002)",Drama|Romance
6058,Final Destination 2 (2003),Horror|Thriller
6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary
6156,Shanghai Knights (2003),Action|Adventure|Comedy
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller
6281,Phone Booth (2002),Drama|Thriller
